"","gene","model","correlation","pval","r2","lambda","fdr","Measure","Organ"
"596","RNF220","free.lambda",0.930111332999788,3.80468301541785e-07,0.999922831109301,0,3.97847717785052e-06,"RPKM","Testis"
"259","GAK","free.lambda",0.699365762128523,3.87869917225089e-07,0.99986947899789,0,3.989837973504e-06,"RPKM","Testis"
"272","GLOD4","free.lambda",-0.58699865929858,3.90975858088349e-07,0.999850527026597,0,3.989837973504e-06,"RPKM","Testis"
"6911","SRRT","free.lambda",0.574225919730646,4.07744190759068e-07,0.999880606184085,0,4.11142059015394e-06,"RPKM","Testis"
"1162","CD82","free.lambda",-0.768039617306997,4.17694460728063e-07,0.999922681470829,0,4.16220244984317e-06,"RPKM","Testis"
"322","IQGAP2","free.lambda",-0.5853075646826,4.40570923957594e-07,0.999928542941385,0,4.30260722253095e-06,"RPKM","Testis"
"365","LMNTD1","free.lambda",0.483285723928166,4.44706171288388e-07,0.999862764294243,1,4.30260722253095e-06,"RPKM","Testis"
"700","STX8","free.lambda",0.79443898492241,4.47024127016203e-07,0.999903898543228,0,4.30260722253095e-06,"RPKM","Testis"
"209","EPHX1","free.lambda",-0.226839911206406,4.54707080248123e-07,0.999869157591325,1,4.32738086483326e-06,"RPKM","Testis"
"425","MTMR6","free.lambda",0.903694886467405,4.96195739985622e-07,0.999933911129104,0,4.66975324186469e-06,"RPKM","Testis"
"5816","ARMC1","free.lambda",-0.920205693799945,5.24437164394926e-07,0.999942841579074,0,4.88129976090662e-06,"RPKM","Testis"
"1172","CDC123","free.lambda",-0.952430655138065,5.60806982204896e-07,0.999954098647614,0,5.0611113977714e-06,"RPKM","Testis"
"652","SLC25A24","free.lambda",-0.683239524617483,5.58423611099489e-07,0.999891828510039,0,5.0611113977714e-06,"RPKM","Testis"
"7911","UHRF1BP1","free.lambda",0.592474487275313,5.61681784404382e-07,0.999832813199218,0,5.0611113977714e-06,"RPKM","Testis"
"496","PDE4C","free.lambda",-0.716360912837408,7.30004802419916e-07,0.99996000931544,0,6.44077153801739e-06,"RPKM","Testis"
"814","ZBTB44","free.lambda",-0.911563985763858,7.23376440569609e-07,0.999942315818973,0,6.44077153801739e-06,"RPKM","Testis"
"3016","HNRNPU","free.lambda",-0.908683514592287,7.41617810817061e-07,0.999925447523322,0,6.47577614187681e-06,"RPKM","Testis"
"344","KIAA0319L","free.lambda",-0.740376320506164,7.5402124919865e-07,0.999906011468941,0,6.51689793950262e-06,"RPKM","Testis"
"6116","S100A2","free.lambda",-0.260732966819111,7.65887517076018e-07,0.999816122032548,0,6.55259320165037e-06,"RPKM","Testis"
"580","RBM41","free.lambda",-0.454295115762583,7.88024031677022e-07,0.999769178574123,0,6.6084787606974e-06,"RPKM","Testis"
"760","TRAF3IP1","free.lambda",0.221887502715944,7.85026514835172e-07,0.999842846278541,0,6.6084787606974e-06,"RPKM","Testis"
"1442","CNOT6","free.lambda",0.895001586378597,8.16499617515307e-07,0.999921812652648,0,6.78014878466142e-06,"RPKM","Testis"
"558","PRKAR2A","free.lambda",-0.123747314279965,8.66166752148831e-07,0.999833250446902,1,7.12274989388408e-06,"RPKM","Testis"
"742","TMEM176B","free.lambda",0.56397978531135,9.18926239700166e-07,0.999762677403466,0,7.48394735601962e-06,"RPKM","Testis"
"6314","SFXN1","free.lambda",-0.739500345194742,9.85911739166365e-07,0.999795066655198,0,7.95302136260868e-06,"RPKM","Testis"
"500","PDPN","free.lambda",-0.73253497540458,1.01036045588304e-06,0.999848362805844,0,8.07335194465036e-06,"RPKM","Testis"
"306","ICE2","free.lambda",-0.484543678100667,1.06954824544684e-06,0.999764502754981,0,8.46642396162122e-06,"RPKM","Testis"
"7611","TRAFD1","free.lambda",-0.0989547906584105,1.10463191845955e-06,0.999912460591517,0,8.6631781012522e-06,"RPKM","Testis"
"736","TIMM17A","free.lambda",-0.641849004219748,1.12412279405065e-06,0.99987371182066,0,8.73515602349451e-06,"RPKM","Testis"
"779","TTYH1","free.lambda",0.472209389531319,1.19764828026258e-06,0.999866794598962,0,9.22189175802187e-06,"RPKM","Testis"
"8311","ZNF274","free.lambda",-0.376973936523937,1.26784928011954e-06,0.999778043614897,1,9.67448955190317e-06,"RPKM","Testis"
"8010","BAX","free.lambda",0.92127150059346,1.30435903077583e-06,0.999923362183553,0,9.73295020620424e-06,"RPKM","Testis"
"304","HSDL2","free.lambda",-0.469505610831536,1.30998385301923e-06,0.99991036048855,0,9.73295020620424e-06,"RPKM","Testis"
"484","P2RX3","free.lambda",-0.642993198965642,1.30068362466318e-06,0.999860698249871,0,9.73295020620424e-06,"RPKM","Testis"
"255","FRS3","free.lambda",0.494819870696754,1.32453879574567e-06,0.99980282706289,0,9.7555161738833e-06,"RPKM","Testis"
"166","CTSB","free.lambda",0.688021028865439,1.33958658464163e-06,0.999877217552239,0,9.78129169992639e-06,"RPKM","Testis"
"686","SPRYD7","free.lambda",-0.502130544864641,1.36804083918656e-06,0.999895762965877,0,9.90368026317108e-06,"RPKM","Testis"
"1218","CDK1","free.lambda",0.87216697352512,1.39164232423364e-06,0.999898644988352,0,9.98916142903297e-06,"RPKM","Testis"
"1118","ACO1","free.lambda",-0.298027255378811,1.42369763651132e-06,0.99974627743451,0,1.01333772951688e-05,"RPKM","Testis"
"2106","ERGIC1","free.lambda",-0.156851393699006,1.52237498545576e-06,0.999883086178507,0,1.07454301056753e-05,"RPKM","Testis"
"807","WRNIP1","free.lambda",-0.792420848479713,1.73451070358155e-06,0.999943491812444,0,1.21415749250708e-05,"RPKM","Testis"
"177","DGAT2","free.lambda",-0.267810003404124,1.75642701803741e-06,0.999581319703825,0,1.21942105268663e-05,"RPKM","Testis"
"285","GSK3B","free.lambda",-0.497104997115825,1.80032847185841e-06,0.999799742217949,0,1.23973838671876e-05,"RPKM","Testis"
"507","PFAS","free.lambda",0.614596928697659,1.9663358048871e-06,0.999844310562983,0,1.3431342151124e-05,"RPKM","Testis"
"193","DYM","free.lambda",-0.391447415478876,2.00168606698945e-06,0.999758490069098,0,1.35634247899205e-05,"RPKM","Testis"
"7310","AVEN","free.lambda",-0.138887702850864,2.17403576643981e-06,0.999660208122216,0,1.46143515410676e-05,"RPKM","Testis"
"389","MAPK7","free.lambda",0.3646686728966,2.19221923116129e-06,0.999830640591727,0,1.46205487306583e-05,"RPKM","Testis"
"548","PPM1A","free.lambda",-0.345123658020095,2.33145425101023e-06,0.999808543204589,0,1.54276699266068e-05,"RPKM","Testis"
"744","TMEM25","free.lambda",-0.708099731979983,2.41248332952777e-06,0.999801427181069,0,1.58401037217831e-05,"RPKM","Testis"
"3916","MBNL2","free.lambda",-0.268587752637161,2.44379927448369e-06,0.999736929328244,0,1.59222921960591e-05,"RPKM","Testis"
"449","NFKB1","free.lambda",-0.594476222332286,2.52358964523567e-06,0.999815012703506,0,1.63166445001116e-05,"RPKM","Testis"
"590","RHOT1","free.lambda",0.158689627787097,2.66385729267948e-06,0.999738673084564,1,1.70930842946933e-05,"RPKM","Testis"
"1182","CDC14B","free.lambda",-0.501748187417261,2.74516851552412e-06,0.99985164047259,0,1.73845319129559e-05,"RPKM","Testis"
"483","OXR1","free.lambda",-0.132403161658945,2.75032736285253e-06,0.999760736624877,0,1.73845319129559e-05,"RPKM","Testis"
"254","FRMPD1","free.lambda",-0.0860822793187882,3.15836515348111e-06,0.999779954093099,0,1.98158169259148e-05,"RPKM","Testis"
"336","KAT6B","free.lambda",0.492615171525533,3.31212464062176e-06,0.99938725744799,0,2.06277174309311e-05,"RPKM","Testis"
"1042","CCDC158","free.lambda",-0.169396889251684,3.70938169540982e-06,0.999771869334029,0,2.29331846424242e-05,"RPKM","Testis"
"8114","YIPF3","free.lambda",-0.20295483579366,3.74801207753726e-06,0.999772450384067,0,2.30041031135802e-05,"RPKM","Testis"
"707","SYTL2","free.lambda",-0.285617759796548,4.06122351261294e-06,0.999815318486492,1,2.47471677351307e-05,"RPKM","Testis"
"224","FAM13B","free.lambda",-0.427794601642307,4.11251743154798e-06,0.999837599721717,0,2.48807304608653e-05,"RPKM","Testis"
"167","DAW1","free.lambda",0.078624832314512,4.15744932688243e-06,0.999695571433162,0,2.49741814175136e-05,"RPKM","Testis"
"349","KLHDC10","free.lambda",-0.216096926669041,4.28794210582957e-06,0.999935431112221,0,2.55766687580116e-05,"RPKM","Testis"
"438","NCAPD3","free.lambda",0.818044202232682,4.36412144124896e-06,0.999902364830274,0,2.56695198662352e-05,"RPKM","Testis"
"7211","TDRD6","free.lambda",-0.390020528027418,4.35547994820792e-06,0.999719610780902,0,2.56695198662352e-05,"RPKM","Testis"
"523","PISD","free.lambda",0.12527848217819,4.51939710361709e-06,0.999849995693251,0,2.63995127363012e-05,"RPKM","Testis"
"366","LMOD1","free.lambda",0.812144078331899,4.65091758944846e-06,0.999859559678757,0,2.69816931387866e-05,"RPKM","Testis"
"236","FBXL5","free.lambda",-0.536128614983969,4.77903365973169e-06,0.999821406070397,0,2.75363368013112e-05,"RPKM","Testis"
"722","TEDC1","free.lambda",-0.221779155691718,4.84317339666075e-06,0.999871694971899,0,2.77173504525112e-05,"RPKM","Testis"
"183","DHX9","free.lambda",-0.545504490371829,4.99347329349226e-06,0.999671946358062,0,2.83857173126708e-05,"RPKM","Testis"
"1062","CCDC34","free.lambda",-0.0559448381092732,5.19981907196759e-06,0.999900264055669,0,2.93054520054272e-05,"RPKM","Testis"
"375","LRRC47","free.lambda",0.42573541029405,5.22446665031819e-06,0.999808439417961,0,2.93054520054272e-05,"RPKM","Testis"
"4016","ANKRD50","free.lambda",0.383281415951505,5.29691501889201e-06,0.999838828462802,0,2.94363667974814e-05,"RPKM","Testis"
"178","DGKA","free.lambda",0.810357296211942,5.34878495772026e-06,0.999906527031828,0,2.94363667974814e-05,"RPKM","Testis"
"257","FUT8","free.lambda",-0.311951768211103,5.38169631487051e-06,0.999508546120211,0,2.94363667974814e-05,"RPKM","Testis"
"692","SRSF5","free.lambda",0.0955782879528812,5.38682037025929e-06,0.999829115362388,0,2.94363667974814e-05,"RPKM","Testis"
"478","OSBPL9","free.lambda",-0.806998964462619,5.9640386095718e-06,0.999888974917388,0,3.23816711686366e-05,"RPKM","Testis"
"702","SUPT3H","free.lambda",-0.533925869317532,6.29827880253818e-06,0.999854834270132,0,3.39786123933111e-05,"RPKM","Testis"
"602","RRS1","free.lambda",0.358670988112873,7.74546490848753e-06,0.999861536170192,0,4.15215745410692e-05,"RPKM","Testis"
"7811","TXNDC16","free.lambda",-0.324308140162385,7.83119034525857e-06,0.999749752529715,0,4.17170957385787e-05,"RPKM","Testis"
"502","PEA15","free.lambda",0.670912333127118,7.95139233207944e-06,0.999946782321521,0,4.20926831579455e-05,"RPKM","Testis"
"4216","MTFR2","free.lambda",0.508002621610122,8.10280783243153e-06,0.999822947330578,0,4.26278151184442e-05,"RPKM","Testis"
"674","SMYD2","free.lambda",0.721971132637873,8.31141081705473e-06,0.999908275161914,0,4.34553392718849e-05,"RPKM","Testis"
"784","UBA5","free.lambda",0.304238372307514,8.43963129846236e-06,0.99972758501741,0,4.38550166245253e-05,"RPKM","Testis"
"337","KBTBD3","free.lambda",0.769189849486955,8.66231881929082e-06,0.999881400384495,0,4.44665699390262e-05,"RPKM","Testis"
"343","KDSR","free.lambda",0.0865984353652614,8.65737942810691e-06,0.999849180155973,0,4.44665699390262e-05,"RPKM","Testis"
"648","SLC1A4","free.lambda",-0.0592896416178557,9.10234872641748e-06,0.999917642660511,1,4.64439118751543e-05,"RPKM","Testis"
"1382","CLK1","free.lambda",0.129766054570161,9.31401413767015e-06,0.999689806924518,0,4.70478629657563e-05,"RPKM","Testis"
"573","PYGL","free.lambda",0.420126828118461,9.33180753039794e-06,0.99989672266263,0,4.70478629657563e-05,"RPKM","Testis"
"680","SPART","free.lambda",-0.438419387668953,1.0126247445345e-05,0.999822293517756,0,5.0622818873358e-05,"RPKM","Testis"
"729","TEX9","free.lambda",0.64393852031913,1.01604240950069e-05,0.999842408930363,0,5.0622818873358e-05,"RPKM","Testis"
"246","FES","free.lambda",-0.556532560202334,1.03209274346849e-05,0.999883346371721,0,5.11217867671233e-05,"RPKM","Testis"
"406","MOB1A","free.lambda",0.484194805855826,1.12035510719855e-05,0.999784515801269,0,5.5170975337045e-05,"RPKM","Testis"
"214","ETF1","free.lambda",-0.319199529322657,1.17991862645068e-05,0.999797630907286,0,5.77583057129574e-05,"RPKM","Testis"
"797","USP37","free.lambda",-0.414882142577963,1.1865342613996e-05,0.999818932162533,0,5.77583057129574e-05,"RPKM","Testis"
"287","GTF3C3","free.lambda",0.769778974892671,1.24381218737779e-05,0.999871000606441,0,6.02005098690851e-05,"RPKM","Testis"
"595","RNF20","free.lambda",-0.380791870384171,1.26605205756666e-05,0.999733342067629,0,6.09287552703953e-05,"RPKM","Testis"
"1318","CHADL","free.lambda",0.246623880231635,1.43052684654217e-05,0.999987779533819,0,6.84551547469613e-05,"RPKM","Testis"
"718","TBCD","free.lambda",0.237430562296605,1.53048375634037e-05,0.999845368068431,0,7.28269517764212e-05,"RPKM","Testis"
"292","HDGFL3","free.lambda",0.00763259737462821,1.55124429123499e-05,0.999914411074016,0,7.34024533338569e-05,"RPKM","Testis"
"582","RBP4","free.lambda",-0.381316662600236,1.65933382110593e-05,0.999875617833312,0,7.80808748042624e-05,"RPKM","Testis"
"672","SMC3","free.lambda",0.262897507927199,1.68387476234147e-05,0.999739205853992,0,7.87978963371947e-05,"RPKM","Testis"
"632","SGSH","free.lambda",0.562787308218998,1.78169760846413e-05,0.999832499119846,0,8.29174656246767e-05,"RPKM","Testis"
"703","SV2C","no.lambda",0.999384280751496,1.83386705077069e-05,0.998768940596584,0,8.48789831695504e-05,"RPKM","Testis"
"362","LHCGR","free.lambda",0.310796613135058,1.84992670236441e-05,0.999854458039365,0,8.51569520055791e-05,"RPKM","Testis"
"279","GPSM2","free.lambda",0.416722132133431,1.91965293786196e-05,0.999886978407429,0,8.78889750469775e-05,"RPKM","Testis"
"654","SLC27A3","free.lambda",-0.176878025622688,1.98837281875686e-05,0.999771835821402,0,9.05457944885518e-05,"RPKM","Testis"
"1362","CLCN7","free.lambda",-0.162867947677001,2.27844203744392e-05,0.999852908962809,0,0.000103200021695989,"RPKM","Testis"
"753","TNFRSF17","no.lambda",0.999227351257678,2.57784411851742e-05,0.998455299544882,0,0.00011614010470129,"RPKM","Testis"
"203","ELOVL5","free.lambda",0.359655410057471,2.6572990154557e-05,0.999391320331056,0,0.000119086363285237,"RPKM","Testis"
"619","SCFD1","free.lambda",0.374929676682111,2.70826907166046e-05,0.9998691929958,0,0.000120731784405074,"RPKM","Testis"
"5216","PIGX","free.lambda",0.730175133226118,3.41569389435794e-05,0.999849221695376,0,0.000151470823482784,"RPKM","Testis"
"715","TBC1D1","free.lambda",0.111555231387176,3.46611689987628e-05,0.999560470331544,0,0.000152906302822667,"RPKM","Testis"
"5616","ARHGEF40","free.lambda",-0.338540722808001,3.48823109227228e-05,0.999800530159789,0,0.000153084545862934,"RPKM","Testis"
"609","RXRA","free.lambda",0.0441796031167506,3.5425684840856e-05,0.99976189328878,0,0.000154667809588686,"RPKM","Testis"
"453","NKD2","free.lambda",-0.145229298115905,3.95632769017832e-05,0.99986300566928,0,0.000171846643773387,"RPKM","Testis"
"267","GEN1","free.lambda",0.63239128908131,3.99879030974502e-05,0.999827414285245,0,0.000172804866956838,"RPKM","Testis"
"284","GSE1","free.lambda",-0.288483877678582,4.33497342278067e-05,0.999738646470373,0,0.000186381852238336,"RPKM","Testis"
"1616","ACTR8","free.lambda",0.12986772577641,4.42199938175237e-05,0.999529847040058,0,0.000189163306886074,"RPKM","Testis"
"853","BFSP1","free.lambda",-0.0519003124570733,4.65393391754239e-05,0.999704948636919,0,0.00019709410140792,"RPKM","Testis"
"756","TNPO3","free.lambda",0.109288350409024,4.64805025006399e-05,0.999805796360071,0,0.00019709410140792,"RPKM","Testis"
"687","SPTAN1","free.lambda",-0.316664799473164,5.00823774825375e-05,0.99978941550275,0,0.000211043650386613,"RPKM","Testis"
"747","TMEM59","free.lambda",0.331520664533676,5.35078582499773e-05,0.999727996712022,0,0.000224362158107578,"RPKM","Testis"
"298","HLTF","free.lambda",0.297006585796802,5.43146494392634e-05,0.999693901295392,0,0.000226623192487961,"RPKM","Testis"
"844","ZSCAN18","free.lambda",-0.424764242565899,6.10792328161502e-05,0.99989440053788,0,0.000253598579388624,"RPKM","Testis"
"1617","CRY2","free.lambda",-0.264189827373877,6.57504549303512e-05,0.999807959842295,0,0.000270342889932075,"RPKM","Testis"
"490","PASD1","free.lambda",-0.442946038113023,6.56121019505584e-05,0.999855325642332,0,0.000270342889932075,"RPKM","Testis"
"862","BGN","free.lambda",-0.184135756682521,6.72745631432496e-05,0.999803933560136,0,0.000273949783568906,"RPKM","Testis"
"637","SH3GL3","free.lambda",-0.0628034417335924,6.71339157695275e-05,0.99983066761788,0,0.000273949783568906,"RPKM","Testis"
"8411","ZNF800","free.lambda",0.624498317148637,7.60760868939969e-05,0.999826213600834,0,0.000308308352149356,"RPKM","Testis"
"882","BLVRB","free.lambda",-0.569108614199002,7.72610861979857e-05,0.999790864081756,0,0.000310142843647838,"RPKM","Testis"
"369","LPIN1","no.lambda",0.998396081720987,7.70908275997506e-05,0.996794735952488,0,0.000310142843647838,"RPKM","Testis"
"7011","SUPT16H","free.lambda",0.166789135059947,8.03768740485866e-05,0.999647642810632,0,0.000321128359996004,"RPKM","Testis"
"3106","ABCA5","free.lambda",-0.0789302379757586,8.45981547325439e-05,0.999654285493933,0,0.000336406746753355,"RPKM","Testis"
"739","TMED3","free.lambda",0.396642272236117,9.6043992184368e-05,0.999859295607338,0,0.000380136735421307,"RPKM","Testis"
"417","MRPL9","free.lambda",0.45941676682737,0.000108649623909034,0.999844370747105,0,0.000426047367828482,"RPKM","Testis"
"5516","PPP1R1B","free.lambda",0.0280682028744737,0.000108304655655188,0.999819189309105,0,0.000426047367828482,"RPKM","Testis"
"575","RALGAPB","free.lambda",0.194104467083492,0.000113159062587779,0.999713789168698,0,0.000441685373326492,"RPKM","Testis"
"300","HMGXB4","free.lambda",-0.370759334525553,0.000134071831439225,0.999681577009279,0,0.000520912115729466,"RPKM","Testis"
"829","ZNF23","free.lambda",0.109887005558969,0.000150551694496539,0.999763427153995,0,0.000582270708851911,"RPKM","Testis"
"1107","CCDC80","free.lambda",0.588870755315477,0.000177093363056951,0.999862749312594,0,0.000681809447769262,"RPKM","Testis"
"1082","CCDC47","free.lambda",0.209730243809478,0.000241711272423871,0.999650794101284,0,0.000926377591597369,"RPKM","Testis"
"622","SDCBP","free.lambda",-0.491287217849101,0.000326364229047094,0.999759351791096,0,0.00124518244145445,"RPKM","Testis"
"505","PER2","free.lambda",-0.131189485870265,0.000337322630609019,0.999740664148637,0,0.00128122093329973,"RPKM","Testis"
"769","TRMT5","free.lambda",-0.0608167112122096,0.000411477876990843,0.999848000212941,0,0.00155590072237163,"RPKM","Testis"
"233","FBLN1","free.lambda",-0.0911939144495933,0.000432766915092203,0.99984722807475,0,0.0016291270092582,"RPKM","Testis"
"198","EGR2","free.lambda",0.484117685631194,0.000540532720523651,0.999893502387772,0,0.00202580183311297,"RPKM","Testis"
"623","SDK1","free.lambda",-0.390384637592142,0.000617666784190846,0.999754257492267,0,0.00230468619475615,"RPKM","Testis"
"182","DHRS7B","free.lambda",-0.474399714367043,0.000907951867294888,0.999819405918777,0,0.00337296154209987,"RPKM","Testis"
"378","LSM10","free.lambda",-0.252423680969999,0.000923905616579393,0.999820354156079,0,0.00341724042464081,"RPKM","Testis"
"567","PTGER2","free.lambda",0.986578318624177,0.00100814754872882,0.995896772266343,1,0.00371261292944918,"RPKM","Testis"
"7411","TMEM165","free.lambda",-0.0964181577543134,0.00104899278669238,0.999834396808627,0,0.00384630688453872,"RPKM","Testis"
"408","MPHOSPH8","free.lambda",-0.330043907443864,0.00114759462110893,0.999889395380781,0,0.00418970967275545,"RPKM","Testis"
"364","LIN9","free.lambda",0.484755984050945,0.00118983965902564,0.999743890904353,0,0.00432529695791724,"RPKM","Testis"
"278","GPSM1","free.lambda",-0.357132418145358,0.00132522030679922,0.999855781796447,0,0.00479684444384163,"RPKM","Testis"
"368","LPAR3","free.lambda",0.12937127603814,0.00142088696210545,0.999838736361532,0,0.00512123939107794,"RPKM","Testis"
"165","CTC1","no.lambda",0.98790437334986,0.00159399476119051,0.975955050799648,0,0.0057208201810524,"RPKM","Testis"
"1132","CCDC97","free.lambda",-0.0581717150252581,0.00161337183623541,0.99960870600296,0,0.00576593225861347,"RPKM","Testis"
"256","FURIN","free.lambda",-0.206139348014059,0.00170301739639516,0.999842891423572,0,0.00606073838128866,"RPKM","Testis"
"1152","CD44","no.lambda",0.986503890143059,0.00187830289971513,0.97318992473888,0,0.00665657973246325,"RPKM","Testis"
"472","OAZ3","free.lambda",0.887214836071735,0.00240506906809953,0.990727140295252,1,0.00848788958616792,"RPKM","Testis"
"462","NR2C1","no.lambda",0.983261106453479,0.00259316726362473,0.966802403279831,0,0.00911374552817488,"RPKM","Testis"
"316","INO80","free.lambda",0.560566417066317,0.0027416746121182,0.999825081902684,0,0.0095958611424137,"RPKM","Testis"
"846","ZW10","no.lambda",-0.982046028577582,0.00288006040906726,0.964414401903402,0,0.0100387290801645,"RPKM","Testis"
"2316","AFF1","no.lambda",0.981612376677344,0.00298483808589374,0.963562857880036,0,0.0102770644664715,"RPKM","Testis"
"173","DCTD","free.lambda",0.556457421792045,0.00296486004731191,0.999561844740515,0,0.0102770644664715,"RPKM","Testis"
"599","RPS5","free.lambda",0.960760314965806,0.00297540053041904,0.988821221998743,1,0.0102770644664715,"RPKM","Testis"
"238","FBXO15","free.lambda",-0.813449171126768,0.00337472535089281,0.999493253931505,0,0.0115724387538713,"RPKM","Testis"
"793","UNG","free.lambda",0.36772748797997,0.00380059044947717,0.999779413671652,0,0.0129802423818837,"RPKM","Testis"
"1816","ADAM23","free.lambda",0.984606624929592,0.00442716315795719,0.991951018200963,0,0.0150594666457419,"RPKM","Testis"
"1916","ADCY10","no.lambda",0.969923204986647,0.00623321516036718,0.940751023150264,0,0.021118132963324,"RPKM","Testis"
"7510","B4GALNT3","free.lambda",0.494304223410392,0.00642733346313677,0.999952210684433,0,0.0216890495748082,"RPKM","Testis"
"160","CRTC3","no.lambda",0.965424472222813,0.00767753497343395,0.932044410413476,0,0.025805048105153,"RPKM","Testis"
"578","RBBP9","no.lambda",0.964305428284272,0.00805189451393093,0.929884959050952,0,0.0269563425031601,"RPKM","Testis"
"1052","CCDC172","no.lambda",0.962553627840198,0.0086495584976122,0.926509485232263,0,0.0288432127853446,"RPKM","Testis"
"382","MAN2A2","no.lambda",0.960845679452066,0.00924562270559133,0.92322441906426,0,0.0307099703201406,"RPKM","Testis"
"424","MTMR3","free.lambda",0.012294358129297,0.00944499554522504,0.99990915085421,0,0.0312496532297094,"RPKM","Testis"
"456","NOC3L","free.lambda",0.992940251020523,0.00968498605832873,0.999970619727572,0,0.0319190007447643,"RPKM","Testis"
"513","PHF14","free.lambda",0.135622577444025,0.00989510727329602,0.999564217490715,0,0.0324851002344253,"RPKM","Testis"
"5716","ARID4A","free.lambda",-0.0405565397856104,0.0108770368532136,0.999824007209186,0,0.0355708502496987,"RPKM","Testis"
"647","SLC19A2","no.lambda",0.954939830045036,0.0114042239947873,0.911910077453565,0,0.0371514527830186,"RPKM","Testis"
"754","TNKS","no.lambda",0.95477485773497,0.0114666219407629,0.911595028794865,0,0.0372116045357326,"RPKM","Testis"
"812","ZAR1","no.lambda",0.953921056595554,0.0117913328021154,0.909965379915948,0,0.0381193087152356,"RPKM","Testis"
"808","WWP2","no.lambda",0.953537234202437,0.0119382675659531,0.909233257209804,0,0.0384475765336968,"RPKM","Testis"
"482","OXCT1","no.lambda",0.948240934669412,0.0140253169908203,0.899160868090516,0,0.0449978920122151,"RPKM","Testis"
"1232","CDK19","no.lambda",0.946325271499127,0.0148067869399284,0.895531518676554,0,0.0473258435400732,"RPKM","Testis"
"683","SPATA4","free.lambda",0.684098641725525,0.0153351014070217,0.724699366759669,1,0.0488301913223587,"RPKM","Testis"
"1418","ACSL3","free.lambda",-0.842370006142752,0.0171893710818469,0.855241216751927,1,0.054124153555109,"RPKM","Testis"
"405","MIS18BP1","fix.lambda",0.940953114708599,0.0170704488909546,0.818981722820489,0.999933893038648,0.054124153555109,"RPKM","Testis"
"732","TGFB3","no.lambda",0.940800107060816,0.0171364426238938,0.885104842678481,0,0.054124153555109,"RPKM","Testis"
"1192","CDC23","no.lambda",0.940240342426563,0.0173785792631032,0.884051898848346,0,0.0545172467994386,"RPKM","Testis"
"473","OCIAD1","no.lambda",0.936618875144878,0.018971481076641,0.877254914499597,0,0.0592946290476567,"RPKM","Testis"
"452","NISCH","no.lambda",-0.935770503929944,0.0193511439255151,0.875666433314996,0,0.0602588930327621,"RPKM","Testis"
"802","VAT1","no.lambda",0.934607980292867,0.0198753415590136,0.873492076985784,0,0.061664521247196,"RPKM","Testis"
"504","PER1","free.lambda",0.83399265703143,0.0221779521031227,0.93616083319758,1,0.068308092477618,"RPKM","Testis"
"777","TTLL1","no.lambda",0.929623614318237,0.022173579320042,0.864200061968655,0,0.068308092477618,"RPKM","Testis"
"676","SNX30","no.lambda",-0.929352875242569,0.0223007270686481,0.863696769196202,0,0.0684373761853077,"RPKM","Testis"
"762","TRAPPC10","free.lambda",0.956191495255049,0.022598115457671,0.99399482961665,0,0.0690996526810373,"RPKM","Testis"
"2317","FANK1","no.lambda",0.928227116816879,0.022831938876421,0.861605579810077,0,0.0695634972242034,"RPKM","Testis"
"555","PPP3CB","no.lambda",-0.927848322418519,0.0230115879116669,0.860902506996178,0,0.0698595518321929,"RPKM","Testis"
"1119","CCDC86","free.lambda",0.880940642220003,0.0234691177883967,0.899442045431023,1,0.0709940813099,"RPKM","Testis"
"277","GPRC5B","free.lambda",0.221472819994058,0.0266137061931991,0.999726653248796,0,0.0802199613723831,"RPKM","Testis"
"319","IP6K2","free.lambda",0.441082156515744,0.0274712174694204,0.99977264687271,0,0.0825110680730464,"RPKM","Testis"
"488","PARP3","fix.lambda",-0.917686939213836,0.0279963116050353,0.797685205170255,0.93305056293733,0.0837910810228443,"RPKM","Testis"
"962","BTG4","no.lambda",0.914820361877513,0.029458413593568,0.83689629523379,0,0.0878566067385636,"RPKM","Testis"
"394","MED30","no.lambda",-0.910591817204445,0.0316583258788243,0.829177461139896,0,0.0940863228749621,"RPKM","Testis"
"734","THNSL2","no.lambda",0.903356766762238,0.0355380025242883,0.816053450118119,0,0.105247161321931,"RPKM","Testis"
"293","HEBP2","free.lambda",-0.159214175819757,0.0361360706391913,0.999846463729273,0,0.106645476764443,"RPKM","Testis"
"258","GABPB2","no.lambda",0.901639729150898,0.0364795816539306,0.812954202483215,0,0.107285436322497,"RPKM","Testis"
"325","ITGB2","free.lambda",-0.887723866173561,0.03878855633052,0.775690591502098,1,0.113388350278788,"RPKM","Testis"
"532","PLEKHG1","fix.lambda",0.897427478295765,0.0388224575925012,0.760328754363891,0.999933893038648,0.113388350278788,"RPKM","Testis"
"480","OSMR","free.lambda",-0.941348650398092,0.0401212532213121,0.946757602258371,0,0.116779042881276,"RPKM","Testis"
"7113","TAF7L","no.lambda",0.89453374911664,0.0404586663284828,0.80019062587074,0,0.117357843767894,"RPKM","Testis"
"755","TNKS1BP1","no.lambda",0.890466203709474,0.0427945841792698,0.792930056738941,0,0.123709941296387,"RPKM","Testis"
"239","FBXO3","no.lambda",-0.889886188000388,0.0431310560638637,0.791897425199041,0,0.124258518660179,"RPKM","Testis"
"635","SH3BGRL","no.lambda",0.889153496433673,0.0435572901063602,0.790593940311706,0,0.124657358370482,"RPKM","Testis"
