"","gene","model","correlation","pval","r2","lambda","fdr","Measure","Organ"
"22","GRP","free.lambda",-0.952118506019578,4.33674486594605e-22,0.999310346483821,1,2.77551671420547e-20,"FoldChange","Brain"
"62","WFDC5","free.lambda",-0.984646527998768,1.71054608669789e-21,0.999454986786133,1,5.47374747743325e-20,"FoldChange","Brain"
"13","CLVS2","free.lambda",-0.750199397716487,1.9980823903827e-20,0.994517409604904,1,4.26257576614976e-19,"FoldChange","Brain"
"63","ZNF444","free.lambda",-0.829049757722666,7.13900591253495e-19,0.991837656037146,1,1.14224094600559e-17,"FoldChange","Brain"
"3","AP4S1","free.lambda",-0.70028330021144,8.76518394601005e-07,0.999892463825614,0,1.02465494167336e-05,"FoldChange","Brain"
"52","SUPT3H","free.lambda",0.0580080627703337,9.60614007818778e-07,0.999963821617406,0,1.02465494167336e-05,"FoldChange","Brain"
"50","SLC7A2","free.lambda",-0.615705264991864,4.28102252023786e-06,0.999966963272606,0,3.9140777327889e-05,"FoldChange","Brain"
"2","ANP32B","fix.lambda",0.861631776311168,0.0604870974104671,0.668660179029125,0.999933893038648,0.483896779283737,"FoldChange","Brain"
"1","ANO3","free.lambda",-0.319676467058771,0.282381549055084,0.82897646344758,0,0.77711254944882,"FoldChange","Brain"
"5","B4GALT6","free.lambda",-0.0773491488896023,0.206695515472861,0.872523348964576,0,0.77711254944882,"FoldChange","Brain"
"6","BST1","free.lambda",-0.0958724998000764,0.308288779976116,0.989967072201625,0,0.77711254944882,"FoldChange","Brain"
"8","CD38","no.lambda",-0.777586896334182,0.121626124468613,0.604641381279415,0,0.77711254944882,"FoldChange","Brain"
"10","CD5L","no.lambda",0.576486682066179,0.30896613228369,0.332336887868517,0,0.77711254944882,"FoldChange","Brain"
"15","ESRRG","free.lambda",0.447390994667168,0.183036766029023,0.956118300988855,0,0.77711254944882,"FoldChange","Brain"
"19","GABRB2","free.lambda",-0.38959700896384,0.219375689409841,0.884071622041337,0,0.77711254944882,"FoldChange","Brain"
"20","GCC2","free.lambda",-0.303937670722479,0.239963274998961,0.891063117157902,0,0.77711254944882,"FoldChange","Brain"
"28","KLK5","no.lambda",0.664587373502116,0.221077782868734,0.441676371094583,0,0.77711254944882,"FoldChange","Brain"
"29","LAPTM5","free.lambda",-0.555942385451464,0.173951231096484,0.999491241822228,0,0.77711254944882,"FoldChange","Brain"
"31","MFSD2A","free.lambda",0.0273637083538174,0.293564387920854,0.980987901442187,0,0.77711254944882,"FoldChange","Brain"
"37","OXR1","no.lambda",-0.589995691233134,0.294994659525112,0.348094916924914,0,0.77711254944882,"FoldChange","Brain"
"38","PLEKHM3","free.lambda",-0.291455904424744,0.214543313694159,0.977962704853477,0,0.77711254944882,"FoldChange","Brain"
"40","RENBP","free.lambda",0.286629117192257,0.284198549698825,0.831255551280147,0,0.77711254944882,"FoldChange","Brain"
"41","RESP18","free.lambda",0.0789507938835314,0.315701973213583,0.997145071070255,0,0.77711254944882,"FoldChange","Brain"
"54","THNSL2","free.lambda",0.54980356008779,0.172317613078382,0.923752778244677,0,0.77711254944882,"FoldChange","Brain"
"58","TNNT2","no.lambda",-0.68731801791424,0.199751001636355,0.472406056515608,0,0.77711254944882,"FoldChange","Brain"
"59","TRAF3IP1","no.lambda",0.57960029106404,0.305731182225124,0.335936494383008,0,0.77711254944882,"FoldChange","Brain"
"30","MAPK7","no.lambda",-0.500696493478353,0.390234404428601,0.250696977653259,0,0.925000069756683,"FoldChange","Brain"
"27","KCNG1","free.lambda",-0.810820751541687,0.434648621044363,0.985825062619972,0,0.993482562387115,"FoldChange","Brain"
"4","ATXN7L2","no.lambda",0.0138610156048444,0.982352167005778,0.000192127861091462,0,0.99742125504677,"FoldChange","Brain"
"7","CCDC154","no.lambda",-0.1537700396695,0.804988228015908,0.0236452261657619,0,0.99742125504677,"FoldChange","Brain"
"9","CD44","no.lambda",0.282297346639578,0.645400584710878,0.0796917884453011,0,0.99742125504677,"FoldChange","Brain"
"11","CHADL","no.lambda",-0.0355547277090938,0.954739861428785,0.0012641382667492,0,0.99742125504677,"FoldChange","Brain"
"12","CHM","no.lambda",0.202954889213453,0.743374945071552,0.0411906887568012,0,0.99742125504677,"FoldChange","Brain"
"14","EGR2","no.lambda",0.0822685526141222,0.895370701969401,0.00676811488766449,0,0.99742125504677,"FoldChange","Brain"
"16","FAM151B","no.lambda",-0.0560667642247921,0.928651005826991,0.0031434812385881,0,0.99742125504677,"FoldChange","Brain"
"17","FCER1G","no.lambda",-0.144749442176135,0.816344924564389,0.0209523987114184,0,0.99742125504677,"FoldChange","Brain"
"18","FOLR1","no.lambda",0.0861539964817581,0.890441182081771,0.00742251054026677,0,0.99742125504677,"FoldChange","Brain"
"21","GPSM1","no.lambda",-0.003616186770021,0.995395732743782,1.30768368292733e-05,0,0.99742125504677,"FoldChange","Brain"
"23","HCLS1","no.lambda",0.211477537250341,0.732759148450991,0.0447227459077719,0,0.99742125504677,"FoldChange","Brain"
"24","IFIT3","no.lambda",-0.396890502173422,0.508262870271983,0.157522064666611,0,0.99742125504677,"FoldChange","Brain"
"25","ITGB2","no.lambda",-0.331474135263285,0.585815419088702,0.10987509720994,0,0.99742125504677,"FoldChange","Brain"
"26","KANK3","no.lambda",0.0717977783093497,0.908662828670185,0.00515492117180583,0,0.99742125504677,"FoldChange","Brain"
"32","MVD","no.lambda",-0.41299202931954,0.489518127030435,0.170562410548955,0,0.99742125504677,"FoldChange","Brain"
"33","NES","free.lambda",-0.684693130095433,0.757587097216555,0.965000648429608,0,0.99742125504677,"FoldChange","Brain"
"34","NEURL1B","no.lambda",-0.00556388404978488,0.992915872062881,3.09568694617512e-05,0,0.99742125504677,"FoldChange","Brain"
"35","NKD2","no.lambda",0.0874568284110235,0.888788626912023,0.00764869621839515,0,0.99742125504677,"FoldChange","Brain"
"36","NTNG2","no.lambda",0.0763272822910414,0.902911526793483,0.00582585449447348,0,0.99742125504677,"FoldChange","Brain"
"39","PTH1R","no.lambda",0.205318307125924,0.740429116314223,0.0421556085627237,0,0.99742125504677,"FoldChange","Brain"
"42","RPS29","no.lambda",-0.121372221522831,0.845844346322682,0.0147312164307757,0,0.99742125504677,"FoldChange","Brain"
"43","SCAND1","no.lambda",-0.186591538652769,0.763810149712631,0.0348164034691035,0,0.99742125504677,"FoldChange","Brain"
"44","SH3TC2","no.lambda",-0.327424874231938,0.590683259650852,0.107207048329611,0,0.99742125504677,"FoldChange","Brain"
"45","SLC15A3","no.lambda",-0.269249908129268,0.661368777922273,0.0724955092087842,0,0.99742125504677,"FoldChange","Brain"
"46","SLC24A2","no.lambda",0.085973459661732,0.890670188087775,0.00739143624472949,0,0.99742125504677,"FoldChange","Brain"
"47","SLC27A3","no.lambda",-0.138179659184298,0.824625676154212,0.0190936197954581,0,0.99742125504677,"FoldChange","Brain"
"48","SLC36A4","no.lambda",-0.0268324533182226,0.965839961967451,0.000719980442062118,0,0.99742125504677,"FoldChange","Brain"
"49","SLC39A10","no.lambda",-0.33122626585507,0.586113184884885,0.109710835476081,0,0.99742125504677,"FoldChange","Brain"
"51","SLCO4A1","no.lambda",0.307686815820872,0.614513252844622,0.0946711762778488,0,0.99742125504677,"FoldChange","Brain"
"53","TGFB1","no.lambda",-0.131980757661232,0.83244601193596,0.0174189216275658,0,0.99742125504677,"FoldChange","Brain"
"55","TMEM176B","no.lambda",-0.00202535244482633,0.99742125504677,4.10201400369292e-06,0,0.99742125504677,"FoldChange","Brain"
"56","TMEM273","no.lambda",0.239766958227977,0.697669988472397,0.0574881947833902,0,0.99742125504677,"FoldChange","Brain"
"57","TNFRSF17","no.lambda",0.157441087091342,0.800371051981404,0.024787694552224,0,0.99742125504677,"FoldChange","Brain"
"60","TREM2","no.lambda",0.410558998985041,0.49234113442666,0.168558685233827,0,0.99742125504677,"FoldChange","Brain"
"61","TRPV1","no.lambda",-0.418699466353891,0.482909324601387,0.175309244364426,0,0.99742125504677,"FoldChange","Brain"
"64","ZNF483","no.lambda",0.154526037799558,0.80403716558914,0.0238782975670295,0,0.99742125504677,"FoldChange","Brain"
"131","CLVS2","free.lambda",-0.757949269346992,5.08011758953482e-20,0.995613391063378,1,1.63730438175329e-18,"RPKM","Brain"
"631","ZNF444","free.lambda",-0.829161113695131,5.11657619297902e-20,0.995477532386283,1,1.63730438175329e-18,"RPKM","Brain"
"551","TMEM176B","free.lambda",-0.602035651835859,9.62469524928536e-19,0.99226483177153,1,2.05326831984754e-17,"RPKM","Brain"
"271","KCNG1","free.lambda",-0.292628055715881,1.7107572190109e-15,0.995879927558846,1,2.73721155041743e-14,"RPKM","Brain"
"621","WFDC5","free.lambda",0.129527011150297,2.60612622596075e-13,0.995056882315648,1,3.33584156922976e-12,"RPKM","Brain"
"581","TNNT2","free.lambda",-0.996615227911067,1.5247650857523e-09,0.999997377464999,0,1.62641609146912e-08,"RPKM","Brain"
"521","SUPT3H","free.lambda",-0.953474539245066,2.27439806934785e-08,0.999981650693898,0,2.07944966340375e-07,"RPKM","Brain"
"171","FCER1G","free.lambda",0.55904562383037,4.52227541762885e-07,0.999825729990392,0,3.61782033410308e-06,"RPKM","Brain"
"71","CCDC154","free.lambda",-0.465240775128643,5.4754743894368e-07,0.999827771229606,0,3.89367067693284e-06,"RPKM","Brain"
"501","SLC7A2","free.lambda",-0.802279557262125,6.17293478235306e-07,0.999841503116208,0,3.95067826070596e-06,"RPKM","Brain"
"81","CD38","free.lambda",-0.59170772852101,1.32015753907087e-06,0.999945913898748,1,7.68091659095776e-06,"RPKM","Brain"
"511","SLCO4A1","free.lambda",0.274069733603763,1.49094079861079e-06,0.999890758657329,0,7.95168425925756e-06,"RPKM","Brain"
"310","AP4S1","free.lambda",-0.491852586770579,2.67632092022967e-06,0.999862023543511,0,1.31757337611307e-05,"RPKM","Brain"
"371","OXR1","free.lambda",-0.458186366431567,3.64990144348343e-06,0.999880648064246,0,1.66852637416385e-05,"RPKM","Brain"
"571","TNFRSF17","fix.lambda",0.999486943480929,1.39491656213744e-05,0.998639084211404,0.999933893038648,5.95164399845307e-05,"RPKM","Brain"
"211","GPSM1","free.lambda",-0.426439346625333,0.00014099057056545,0.999804844048563,0,0.000563962282261798,"RPKM","Brain"
"111","CHADL","free.lambda",0.296619981226019,0.00045886502492548,0.999900480992191,0,0.00172749185854298,"RPKM","Brain"
"421","RPS29","fix.lambda",-0.984217562384315,0.00237445618430469,0.951176789850176,0.999933893038648,0.00844251087752777,"RPKM","Brain"
"161","FAM151B","no.lambda",0.963644614175359,0.00827569336739652,0.928610941983925,0,0.027876019763862,"RPKM","Brain"
"141","EGR2","no.lambda",-0.947965035754598,0.0141370128161319,0.898637707142598,0,0.0452384410116222,"RPKM","Brain"
"591","TRAF3IP1","no.lambda",0.936084030441284,0.0192105501454118,0.876253310266589,0,0.0585464385383978,"RPKM","Brain"
"481","SLC36A4","no.lambda",0.813221632044615,0.0941381624454408,0.661329423821799,0,0.273856472568555,"RPKM","Brain"
"281","KLK5","no.lambda",0.796256130441801,0.106959992632129,0.634023821300656,0,0.285226647019011,"RPKM","Brain"
"351","NKD2","no.lambda",0.799556558848932,0.104426972104052,0.639290685509798,0,0.285226647019011,"RPKM","Brain"
"210","ANP32B","free.lambda",0.650889936192223,0.186597182493677,0.811227308026205,0,0.388022877544181,"RPKM","Brain"
"510","B4GALT6","free.lambda",0.252532205930043,0.187948581310463,0.734557199655656,0,0.388022877544181,"RPKM","Brain"
"151","ESRRG","free.lambda",-0.742496608943596,0.178880497848337,0.782308012250682,0,0.388022877544181,"RPKM","Brain"
"251","ITGB2","no.lambda",0.708719754385425,0.180239586686247,0.502283690014875,0,0.388022877544181,"RPKM","Brain"
"291","LAPTM5","free.lambda",-0.221938312636652,0.182090466862319,0.55924386973619,0,0.388022877544181,"RPKM","Brain"
"341","NEURL1B","no.lambda",0.712389565365863,0.17695179598601,0.507498887566816,0,0.388022877544181,"RPKM","Brain"
"611","TRPV1","free.lambda",-0.605911647014215,0.175403982304305,0.856874574454928,0,0.388022877544181,"RPKM","Brain"
"181","FOLR1","free.lambda",-0.661807755563761,0.228321367205868,0.786285438525242,1,0.456642734411735,"RPKM","Brain"
"231","HCLS1","no.lambda",-0.607796709194773,0.276844537837348,0.369416841191562,0,0.480524648374694,"RPKM","Brain"
"241","IFIT3","no.lambda",0.635710166016614,0.249011147055136,0.404127412271149,0,0.480524648374694,"RPKM","Brain"
"301","MAPK7","no.lambda",-0.606848867348082,0.27780331234162,0.368265546316234,0,0.480524648374694,"RPKM","Brain"
"401","RENBP","no.lambda",0.620579833306959,0.26400042283225,0.385119326595279,0,0.480524648374694,"RPKM","Brain"
"451","SLC15A3","no.lambda",0.62429519181815,0.260297975535738,0.389744486756852,0,0.480524648374694,"RPKM","Brain"
"381","PLEKHM3","free.lambda",-0.307040562515515,0.295279485286868,0.426300856619708,0,0.497312817325251,"RPKM","Brain"
"391","PTH1R","no.lambda",0.574756233912648,0.310767780186493,0.330344727763359,0,0.509977895690656,"RPKM","Brain"
"431","SCAND1","no.lambda",-0.556931504340302,0.329479677573907,0.310172699768221,0,0.525806374998189,"RPKM","Brain"
"641","ZNF483","no.lambda",0.549986286549939,0.336844708983215,0.302484917712959,0,0.525806374998189,"RPKM","Brain"
"471","SLC27A3","no.lambda",-0.534821831043697,0.353065378676814,0.286034391957655,0,0.538004386555145,"RPKM","Brain"
"201","GCC2","free.lambda",-0.417778394613834,0.399507229961718,0.997678174996534,0,0.594615412036045,"RPKM","Brain"
"311","MFSD2A","free.lambda",-0.272564088475268,0.4148186064014,0.693735160304088,0,0.603372518402037,"RPKM","Brain"
"411","RESP18","fix.lambda",0.45009393640439,0.446907317654182,0.577562450599914,0.999933893038648,0.635601518441504,"RPKM","Brain"
"121","CHM","no.lambda",0.415331214840571,0.486807218693025,0.172500020123347,0,0.677296999920731,"RPKM","Brain"
"101","CD5L","no.lambda",-0.387281922889958,0.519517230096919,0.149987285857594,0,0.707427717578783,"RPKM","Brain"
"191","GABRB2","fix.lambda",-0.351018192398498,0.562425320307356,0.181616526424058,0.459172585237937,0.719904409993415,"RPKM","Brain"
"331","NES","fix.lambda",0.353623933023619,0.559320342198106,0.455050362235831,0.850866760160731,0.719904409993415,"RPKM","Brain"
"441","SH3TC2","no.lambda",-0.368080424410539,0.54215412836998,0.135483199481018,0,0.719904409993415,"RPKM","Brain"
"110","ANO3","no.lambda",-0.330707196934092,0.586736833230775,0.109367248624401,0,0.730213067991312,"RPKM","Brain"
"561","TMEM273","no.lambda",0.315792003857945,0.604707696930305,0.0997245920648497,0,0.730213067991312,"RPKM","Brain"
"601","TREM2","no.lambda",-0.32440992308386,0.594312403819454,0.105241801701831,0,0.730213067991312,"RPKM","Brain"
"361","NTNG2","no.lambda",0.267639574161733,0.663343850768802,0.0716309423161603,0,0.786185304614876,"RPKM","Brain"
"65","BST1","fix.lambda",0.223833887476463,0.717403843657419,0.654181570365917,0.999933893038648,0.83479719989227,"RPKM","Brain"
"461","SLC24A2","fix.lambda",0.210647376563485,0.733792327039596,0.164982932808111,0.863245471722629,0.838619802330967,"RPKM","Brain"
"410","ATXN7L2","no.lambda",0.126192982552613,0.839753574380425,0.0159246690227729,0,0.898897301048207,"RPKM","Brain"
"91","CD44","no.lambda",-0.120561457518851,0.846869056257235,0.0145350664946463,0,0.898897301048207,"RPKM","Brain"
"261","KANK3","no.lambda",0.135503890898822,0.82800052958123,0.0183613039788495,0,0.898897301048207,"RPKM","Brain"
"491","SLC39A10","no.lambda",-0.112738539733251,0.856761490061572,0.0127099778156514,0,0.898897301048207,"RPKM","Brain"
"531","TGFB1","no.lambda",-0.125740729828667,0.840324807564887,0.0158107325273192,0,0.898897301048207,"RPKM","Brain"
"321","MVD","no.lambda",0.0667160573846148,0.915117522763117,0.00445103364930888,0,0.94463744285225,"RPKM","Brain"
"541","THNSL2","no.lambda",-0.0476176810084344,0.939394198203745,0.00226744407913448,0,0.954305217222852,"RPKM","Brain"
"221","GRP","free.lambda",-0.41506036469224,0.994290055194459,0.577462525995547,0,0.994290055194459,"RPKM","Brain"
"2710","KLK15","free.lambda",0.971783923652827,2.58952955242968e-20,0.998903220208257,1,1.50192714040922e-18,"FoldChange","Cerebellum"
"5810","ZNF444","free.lambda",-0.786620503024217,1.67894589116398e-19,0.998977162165885,1,4.86894308437554e-18,"FoldChange","Cerebellum"
"6100","ANXA1","free.lambda",0.0142787932283717,3.27501779461372e-16,0.993409883728144,1,6.33170106958652e-15,"FoldChange","Cerebellum"
"1810","DYRK4","free.lambda",-0.950173538837419,1.70196365873919e-08,0.999991611961141,0,2.46784730517183e-07,"FoldChange","Cerebellum"
"2510","IQGAP2","free.lambda",0.719308319166671,2.61997086486597e-07,0.999912589537614,0,3.03916620324453e-06,"FoldChange","Cerebellum"
"3110","LMOD1","free.lambda",0.110019486424477,8.20243040185313e-07,0.999912361529909,0,6.41585347013196e-06,"FoldChange","Cerebellum"
"3710","PARP9","free.lambda",0.0222965782386546,8.45043596103932e-07,0.999886770687563,0,6.41585347013196e-06,"FoldChange","Cerebellum"
"5010","SLC4A11","free.lambda",0.0514634653794133,8.84945306225098e-07,0.99992476921357,0,6.41585347013196e-06,"FoldChange","Cerebellum"
"1312","CHADL","free.lambda",-0.272124466192168,1.10299220421482e-06,0.999807049564615,0,7.10817198271774e-06,"FoldChange","Cerebellum"
"5210","SLC7A2","free.lambda",0.0891074786285788,1.52506724137789e-06,0.999928388706924,0,8.84538999999174e-06,"FoldChange","Cerebellum"
"3610","NR4A3","free.lambda",-0.536628621412519,3.26726886368815e-06,0.999948307980027,0,1.72274176449012e-05,"FoldChange","Cerebellum"
"5100","ANO6","free.lambda",0.175542555086779,5.74961431847964e-06,0.999891501452509,0,2.77898025393183e-05,"FoldChange","Cerebellum"
"4110","RBP4","free.lambda",-0.334706897008057,6.45330259325215e-06,0.999965610972663,0,2.87916577237404e-05,"FoldChange","Cerebellum"
"1100","AFAP1L1","free.lambda",0.713672816059066,1.04841908943078e-05,0.999916067127966,0,4.34345051335608e-05,"FoldChange","Cerebellum"
"2910","KRT40","free.lambda",-0.266971505220324,3.0650439594448e-05,0.999846699341577,0,0.000118515033098532,"FoldChange","Cerebellum"
"4210","RERG","free.lambda",-0.710335710133075,5.49379080482487e-05,0.999880706362,1,0.000199149916674901,"FoldChange","Cerebellum"
"5410","SRD5A3","free.lambda",0.408017917187321,0.00231542558926274,0.999902005357611,0,0.00789968730454345,"FoldChange","Cerebellum"
"5110","SLC7A10","free.lambda",0.503641061583798,0.0050184364770404,0.999967774520939,0,0.0161705175371302,"FoldChange","Cerebellum"
"4410","RPS29","fix.lambda",-0.96036542767311,0.00941556060441928,0.875854281607013,0.96008715660637,0.0287422376345431,"FoldChange","Cerebellum"
"1112","CAMK2A","no.lambda",-0.811574989924076,0.0953606749942963,0.658653970083715,0,0.276545957483459,"FoldChange","Cerebellum"
"2610","KCNG1","no.lambda",-0.792836755945754,0.109603550228587,0.628590125577307,0,0.302714567298003,"FoldChange","Cerebellum"
"4810","SLC25A32","free.lambda",0.652018535061319,0.129483926860189,0.998728252820305,0,0.341366716267771,"FoldChange","Cerebellum"
"3100","ALDH3A1","free.lambda",-0.230560333452625,0.180698955918713,0.84736140846054,1,0.423422109784353,"FoldChange","Cerebellum"
"1412","CLMP","free.lambda",0.802877648718109,0.172969776416101,0.832228618368957,0,0.423422109784353,"FoldChange","Cerebellum"
"3010","LAPTM5","free.lambda",-0.0309264510053096,0.182509530079463,0.746147649195732,0,0.423422109784353,"FoldChange","Cerebellum"
"4310","RESP18","free.lambda",-0.0249783557187331,0.259326744338396,0.996885842387762,0,0.578498121985653,"FoldChange","Cerebellum"
"2100","ALDH1A1","free.lambda",-0.60560791057278,0.303766269953157,0.935571190827054,0,0.629230130617253,"FoldChange","Cerebellum"
"5310","SLC8A1","free.lambda",-0.173757002177191,0.300792381938458,0.888356777535398,0,0.629230130617253,"FoldChange","Cerebellum"
"1610","CNDP1","free.lambda",0.449560911898217,0.346417315234276,0.994685638153221,0,0.692834630468552,"FoldChange","Cerebellum"
"3210","MMRN2","no.lambda",0.508209126976499,0.381975315517887,0.258276513400254,0,0.738485610001248,"FoldChange","Cerebellum"
"2010","FAM53A","no.lambda",-0.414600361628721,0.487653880195937,0.171893453663125,0,0.864324009836317,"FoldChange","Cerebellum"
"2110","FCER1G","no.lambda",-0.394050882449338,0.511583642043184,0.155276092524204,0,0.864324009836317,"FoldChange","Cerebellum"
"2210","GLUL","no.lambda",0.4334629689804,0.465903769750161,0.187890141485243,0,0.864324009836317,"FoldChange","Cerebellum"
"3510","NPFFR1","no.lambda",-0.400313477805189,0.504265793863833,0.160250879199375,0,0.864324009836317,"FoldChange","Cerebellum"
"4010","RANBP17","no.lambda",-0.372880853572389,0.536476971622542,0.139040133792397,0,0.864324009836317,"FoldChange","Cerebellum"
"4510","RTN4IP1","no.lambda",-0.382205127827025,0.525483631000017,0.146080752870911,0,0.864324009836317,"FoldChange","Cerebellum"
"3910","PENK","no.lambda",-0.352064105511385,0.561178625691641,0.123949134135992,0,0.879685413246356,"FoldChange","Cerebellum"
"912","BCL11A","no.lambda",-0.298633674561205,0.625497577126761,0.089182066793444,0,0.906971486833803,"FoldChange","Cerebellum"
"3310","NES","no.lambda",0.298902237587335,0.625171237040472,0.089342549283829,0,0.906971486833803,"FoldChange","Cerebellum"
"5510","TDRD6","no.lambda",0.298875646889604,0.625203552383857,0.089326650676534,0,0.906971486833803,"FoldChange","Cerebellum"
"1510","CLSTN2","no.lambda",-0.280693636979051,0.647359914468408,0.0787889176304175,0,0.915777439979699,"FoldChange","Cerebellum"
"2410","IFIT3","no.lambda",-0.258643913680308,0.674393789796488,0.0668966706870865,0,0.93130570971896,"FoldChange","Cerebellum"
"1012","CA8","free.lambda",0.1338815661425,0.730587542067288,0.807648382250518,0,0.937062094780745,"FoldChange","Cerebellum"
"1710","DBF4B","no.lambda",-0.203105495261612,0.743187178619212,0.0412518447914357,0,0.937062094780745,"FoldChange","Cerebellum"
"1910","FAM189A2","no.lambda",0.241478974936767,0.695554231239039,0.0583120942265574,0,0.937062094780745,"FoldChange","Cerebellum"
"5710","ZNF19","free.lambda",0.102759593167064,0.725369615174876,0.999953860524213,0,0.937062094780745,"FoldChange","Cerebellum"
"1212","CD44","no.lambda",0.178395202640518,0.774070778119804,0.0318248468274936,0,0.950864497760926,"FoldChange","Cerebellum"
"3410","NKD2","no.lambda",0.168146541121695,0.786922342974559,0.0282732578848464,0,0.950864497760926,"FoldChange","Cerebellum"
"4100","ANGPT2","no.lambda",0.107982922383858,0.862779530530919,0.0116603122468483,0,0.95743493784041,"FoldChange","Cerebellum"
"2310","GRP","no.lambda",0.124225810896563,0.842238540288393,0.0154320529420043,0,0.95743493784041,"FoldChange","Cerebellum"
"2810","KLK5","no.lambda",0.135824579118611,0.827595996071899,0.0184483148513018,0,0.95743493784041,"FoldChange","Cerebellum"
"3810","PDZRN4","no.lambda",-0.0984144142865041,0.874897443198995,0.00968539682861147,0,0.95743493784041,"FoldChange","Cerebellum"
"4610","SLC10A4","no.lambda",-0.11729565750695,0.85099769386496,0.0137582717749303,0,0.95743493784041,"FoldChange","Cerebellum"
"7100","AP4S1","fix.lambda",-0.038764088023807,0.950656397998877,0.300092541862087,0.819954322666668,0.984608412213122,"FoldChange","Cerebellum"
"4710","SLC24A2","no.lambda",-0.0618976689580491,0.921239793812293,0.0038313214291591,0,0.984608412213122,"FoldChange","Cerebellum"
"5610","TNFRSF17","no.lambda",0.0453564143066352,0.942270232713606,0.00205720385846175,0,0.984608412213122,"FoldChange","Cerebellum"
"848","BCAS1","no.lambda",0.0222241530492754,0.971705650012856,0.000493913292950565,0,0.988753117556942,"FoldChange","Cerebellum"
"4910","SLC35E4","no.lambda",-0.00247050155497948,0.996854471520275,6.10334457606942e-06,0,0.996854471520275,"FoldChange","Cerebellum"
"1013","CA8","free.lambda",0.73212657776402,1.91911882515738e-18,0.996662684991626,1,1.11308891859128e-16,"RPKM","Cerebellum"
"8110","BCAS1","free.lambda",0.388653674829536,4.08430478340329e-16,0.994331660111157,1,1.18444838718695e-14,"RPKM","Cerebellum"
"1102","AFAP1L1","free.lambda",0.982988215237672,5.8154503273988e-09,0.999994670344104,0,1.12432039663043e-07,"RPKM","Cerebellum"
"5711","ZNF19","free.lambda",-0.978726645248897,1.62566586108792e-08,0.999990611521202,0,2.35721549857748e-07,"RPKM","Cerebellum"
"2011","FAM53A","free.lambda",0.86463525268698,1.89351853186603e-07,0.999960273510037,0,2.1964814969646e-06,"RPKM","Cerebellum"
"2811","KLK5","free.lambda",0.999706861207324,5.98161227487158e-07,0.999967406795532,1,5.78222519904253e-06,"RPKM","Cerebellum"
"1113","CAMK2A","free.lambda",-0.525030246045543,7.17015508005242e-07,0.999946096162044,0,5.94098563775772e-06,"RPKM","Cerebellum"
"2211","GLUL","free.lambda",-0.218304073716691,2.23864643562289e-06,0.999695504500871,0,1.53547498286002e-05,"RPKM","Cerebellum"
"5211","SLC7A2","free.lambda",-0.0963516123600214,2.38263359409313e-06,0.999749168111468,0,1.53547498286002e-05,"RPKM","Cerebellum"
"5910","ANO6","free.lambda",-0.0967196221871927,3.76182280213206e-06,0.999684955479559,0,2.17598660943686e-05,"RPKM","Cerebellum"
"1711","DBF4B","free.lambda",0.195520213511157,4.12687115582854e-06,0.999748985966015,0,2.17598660943686e-05,"RPKM","Cerebellum"
"3911","PENK","free.lambda",-0.654572747790544,4.97485507350157e-06,0.999934718740259,0,2.40451328552576e-05,"RPKM","Cerebellum"
"5611","TNFRSF17","fix.lambda",0.999647742232927,7.93600184722927e-06,0.999027491423466,0.943458862857538,3.54067774722537e-05,"RPKM","Cerebellum"
"1313","CHADL","free.lambda",0.344705912017943,0.000245039681886838,0.999852779855167,0,0.00101516439638833,"RPKM","Cerebellum"
"3411","NKD2","no.lambda",0.994893965061269,0.000437649692779893,0.989814001637153,0,0.00169224547874892,"RPKM","Cerebellum"
"1512","CLSTN2","no.lambda",0.988999261014546,0.00138276609744859,0.978119538031256,0,0.00501252710325116,"RPKM","Cerebellum"
"1811","DYRK4","free.lambda",0.61543878255709,0.0040543667391437,0.999971766636889,0,0.0138325453453138,"RPKM","Cerebellum"
"3101","ALDH3A1","free.lambda",-0.90317985798458,0.00919205800680627,0.865814775988217,1,0.0296188535774869,"RPKM","Cerebellum"
"4411","RPS29","free.lambda",-0.952595727213184,0.0114436696055004,0.956111925698216,1,0.0349333072167908,"RPKM","Cerebellum"
"5411","SRD5A3","free.lambda",-0.894020767747433,0.0142000982688786,0.972304206376087,1,0.0411802849797479,"RPKM","Cerebellum"
"4511","RTN4IP1","free.lambda",-0.166416397437741,0.0270272709723052,0.544273358207376,1,0.0746467483997,"RPKM","Cerebellum"
"4611","SLC10A4","no.lambda",0.851169046835807,0.0673647447965248,0.724488740458902,0,0.177597963554475,"RPKM","Cerebellum"
"1911","FAM189A2","no.lambda",0.809857150763654,0.0966411648183831,0.655868598152161,0,0.234104420268062,"RPKM","Cerebellum"
"3311","NES","free.lambda",0.978114100516633,0.0991648481506828,0.983956852384685,0,0.234104420268062,"RPKM","Cerebellum"
"5811","ZNF444","no.lambda",-0.804183408935703,0.100907077701751,0.646710954389942,0,0.234104420268062,"RPKM","Cerebellum"
"3011","LAPTM5","free.lambda",-0.0115087249505141,0.181762411867768,0.411115048331134,0,0.405469995705021,"RPKM","Cerebellum"
"5111","SLC7A10","fix.lambda",0.675448503079093,0.21081218894125,0.359922740053187,0.584923136691861,0.452855813281204,"RPKM","Cerebellum"
"4711","SLC24A2","no.lambda",0.610023663988438,0.274595349033892,0.372128875043216,0,0.568804651570204,"RPKM","Cerebellum"
