organ,measure,gene,model,correlation,pval,r2,lambda,fdr
kidney,rpkm,PAH,free.lambda,-0.067777963,0.186057965,0.842518517,0,0.381823562
kidney,rpkm,PNPLA1,free.lambda,-0.411363386,0.190911781,0.751412673,0,0.381823562
kidney,rpkm,KANK3,free.lambda,0.439949964,0.204525623,0.482304293,0,0.386326177
kidney,rpkm,SLC4A11,no.lambda,0.684293972,0.20255321,0.46825824,0,0.386326177
kidney,rpkm,SLC26A9,no.lambda,-0.672350253,0.213726706,0.452054865,0,0.392795027
kidney,rpkm,SLCO4A1,fix.lambda,-0.734105799,0.236866106,0.345412515,0.667292531,0.423865663
kidney,rpkm,CRTAC1,free.lambda,-0.117587993,0.271734138,0.992017642,0,0.467852762
kidney,rpkm,NES,free.lambda,0.486709637,0.282087695,0.733841414,0,0.467852762
kidney,rpkm,TESMIN,no.lambda,-0.604081343,0.280607742,0.364914266,0,0.467852762
kidney,rpkm,SPATA25,free.lambda,-0.248227836,0.294884653,0.453402221,0,0.477432295
kidney,rpkm,HSPA8,free.lambda,-0.043645042,0.3375979,0.718958249,0,0.533875749
kidney,rpkm,BICDL2,free.lambda,-0.127387748,0.368166276,0.952202642,0,0.556340151
kidney,rpkm,TAGLN,no.lambda,0.52153495,0.367430294,0.271998701,0,0.556340151
kidney,rpkm,PPP1R1B,no.lambda,0.510389074,0.379586663,0.260497009,0,0.561128111
kidney,rpkm,FBLN1,no.lambda,-0.458854519,0.436971543,0.210547469,0,0.612816988
kidney,rpkm,FBXO40,free.lambda,-0.555208747,0.450600726,0.888377169,1,0.612816988
kidney,rpkm,PDPN,no.lambda,0.452471955,0.444205384,0.204730863,0,0.612816988
kidney,rpkm,SYT10,no.lambda,-0.452578977,0.444083857,0.204827734,0,0.612816988
kidney,rpkm,GLYAT,fix.lambda,0.752906035,0.479810694,0.484308017,0.958530574,0.639747592
kidney,rpkm,BCAN,no.lambda,-0.394871588,0.510623414,0.15592357,0,0.643007262
kidney,rpkm,SLC16A9,fix.lambda,0.523246917,0.50780115,0.17547068,0.626189753,0.643007262
kidney,rpkm,SLC7A13,free.lambda,0.461556529,0.497970025,0.958857939,0,0.643007262
kidney,rpkm,SLC5A10,free.lambda,0.264704596,0.53037801,0.547958934,0,0.655740085
kidney,rpkm,TEDC1,no.lambda,0.362174988,0.549154016,0.131170723,0,0.666829876
kidney,rpkm,FOLR1,free.lambda,-0.297871526,0.682274393,0.471886918,0,0.799907909
kidney,rpkm,NTNG2,no.lambda,0.255734887,0.677973079,0.06540033,0,0.799907909
kidney,rpkm,LAMC2,no.lambda,0.174594691,0.778833763,0.030483307,0,0.89250232
kidney,rpkm,SLC7A10,free.lambda,-0.042110479,0.787502047,0.927326259,1,0.89250232
kidney,rpkm,CCDC42,free.lambda,-0.273874961,0.825777566,0.996030708,0,0.920538926
kidney,rpkm,ENPP7,free.lambda,0.444177182,0.89563284,0.360635099,1,0.951609893
kidney,rpkm,P4HA1,no.lambda,-0.097973199,0.87545651,0.009598746,0,0.951609893
kidney,rpkm,SLC37A1,no.lambda,0.087325188,0.888955601,0.007625687,0,0.951609893
kidney,rpkm,F12,no.lambda,0.026254928,0.966575021,0.000689322,0,0.999999921
kidney,rpkm,NR1I2,fix.lambda,0.055971549,0.994778097,0.615380229,0.999933893,0.999999921
kidney,rpkm,PPP1R1A,free.lambda,0.341226641,0.986109607,0.604224062,0,0.999999921
kidney,rpkm,TEX26,free.lambda,-0.047227253,0.999999921,0.998669953,1,0.999999921
kidney,sex-bias,TEX26,free.lambda,-0.998853523,2.51E-22,0.999961602,1,1.71E-20
kidney,sex-bias,CCDC42,free.lambda,0.947010286,1.75E-20,0.999101102,1,5.97E-19
kidney,sex-bias,CRTAC1,free.lambda,-0.585511165,8.57E-20,0.998348825,1,1.94E-18
kidney,sex-bias,TAGLN3,free.lambda,0.58674806,1.28E-17,0.998504101,1,2.18E-16
kidney,sex-bias,SLC2A9,free.lambda,-0.469608683,1.75E-08,0.999989707,1,2.37E-07
kidney,sex-bias,NEURL1B,free.lambda,-0.606515159,1.48E-07,0.999925782,0,1.67E-06
kidney,sex-bias,PER1,free.lambda,0.777564656,2.40E-07,0.999907571,0,2.33E-06
kidney,sex-bias,SLC37A1,free.lambda,-0.293451332,6.23E-06,0.999875179,0,5.30E-05
kidney,sex-bias,GPX2,free.lambda,-0.070946668,3.06E-05,0.999900333,0,0.000231491
kidney,sex-bias,DNTT,free.lambda,0.984072978,0.008269345,0.999678554,1,0.056231546
kidney,sex-bias,SLC22A16,free.lambda,-0.887478835,0.039412063,0.657171283,1,0.243638209
kidney,sex-bias,NR4A3,no.lambda,-0.888215363,0.044104977,0.788926529,0,0.249928204
kidney,sex-bias,HSPA8,free.lambda,0.780455221,0.08020126,0.998160716,0,0.419514284
kidney,sex-bias,FCER1G,free.lambda,-0.581755866,0.087256055,0.999912171,0,0.423815126
kidney,sex-bias,SLCO1A2,no.lambda,0.798480525,0.10525079,0.637571146,0,0.477136914
kidney,sex-bias,ERP27,no.lambda,0.695403329,0.192313174,0.483585785,0,0.653864791
kidney,sex-bias,HSDL2,no.lambda,-0.712441718,0.176905198,0.507573196,0,0.653864791
kidney,sex-bias,PAH,free.lambda,0.562271901,0.171914265,0.990511588,0,0.653864791
kidney,sex-bias,PNPLA1,free.lambda,-0.293375776,0.18126042,0.957743162,0,0.653864791
kidney,sex-bias,SLC26A9,no.lambda,0.700250691,0.187892498,0.490351028,0,0.653864791
kidney,sex-bias,CAPSL,free.lambda,0.572845021,0.203329116,0.999566094,0,0.658399043
kidney,sex-bias,RBP4,no.lambda,0.668424136,0.217435933,0.446790822,0,0.672074704
kidney,sex-bias,SYT10,free.lambda,-0.623605153,0.239290514,0.923610741,1,0.707467608
kidney,sex-bias,SLCO4A1,free.lambda,-0.684574998,0.255851494,0.998884584,0,0.724912567
kidney,sex-bias,FOLR1,free.lambda,0.138366592,0.308056431,0.923242088,0,0.758442583
kidney,sex-bias,LAMB4,free.lambda,-0.328058113,0.281436331,0.957084194,0,0.758442583
kidney,sex-bias,SLC7A13,free.lambda,-0.34178118,0.312299887,0.924268935,0,0.758442583
kidney,sex-bias,SPATA25,free.lambda,-0.258763564,0.298680133,0.916118433,0,0.758442583
kidney,sex-bias,ASPG,no.lambda,0.560502387,0.325708928,0.314162927,0,0.76373128
kidney,sex-bias,NES,free.lambda,0.218644837,0.337745634,0.553590461,0,0.765556771
kidney,sex-bias,PARP9,no.lambda,-0.535994504,0.351804323,0.287290108,0,0.771699806
kidney,sex-bias,BICDL2,free.lambda,-0.129181573,0.367736811,0.999388898,0,0.781440724
kidney,sex-bias,BTBD11,no.lambda,-0.493113486,0.39861302,0.243160903,0,0.821384404
kidney,sex-bias,SLC5A10,no.lambda,0.478337951,0.415057238,0.22880719,0,0.830114476
kidney,sex-bias,NR1I2,free.lambda,-0.232451318,0.429665096,0.852855552,0,0.834777901
kidney,sex-bias,ASB15,fix.lambda,-0.355079125,0.487787188,0.367901733,0.803183686,0.896473751
kidney,sex-bias,ENPP7,free.lambda,0.716091583,0.482356477,0.936076181,0,0.896473751
kidney,sex-bias,IFIT3,no.lambda,-0.40225412,0.502002561,0.161808376,0,0.898320373
kidney,sex-bias,ABCA1,no.lambda,0.389850172,0.516504181,0.151983159,0,0.900571393
kidney,sex-bias,FBLN1,no.lambda,-0.342765341,0.572280659,0.11748808,0,0.958046136
kidney,sex-bias,MFSD2A,fix.lambda,0.28631292,0.605823292,0.14342731,0.620215903,0.958046136
kidney,sex-bias,NTNG2,no.lambda,0.325092055,0.593490972,0.105684842,0,0.958046136
kidney,sex-bias,PARP15,no.lambda,-0.327531232,0.590555304,0.10727671,0,0.958046136
kidney,sex-bias,RIPPLY1,no.lambda,0.29768684,0.626648288,0.088617451,0,0.968456445
kidney,sex-bias,AOC1,no.lambda,0.233777993,0.705078538,0.05465215,0,0.973299547
kidney,sex-bias,ATF7IP2,no.lambda,0.181439095,0.770258422,0.032920143,0,0.973299547
kidney,sex-bias,BCAN,free.lambda,0.700898302,0.863057847,0.99222771,0,0.973299547
kidney,sex-bias,BCAS1,no.lambda,-0.026001929,0.966897052,0.0006761,0,0.973299547
kidney,sex-bias,CPVL,free.lambda,-0.043629924,0.903723293,0.405074519,0,0.973299547
kidney,sex-bias,F12,no.lambda,-0.10095672,0.871676611,0.010192258,0,0.973299547
kidney,sex-bias,FAM151B,no.lambda,-0.169395902,0.785354416,0.028694973,0,0.973299547
kidney,sex-bias,FBXO40,no.lambda,-0.149850867,0.809920429,0.022455285,0,0.973299547
kidney,sex-bias,GLYAT,free.lambda,-0.214758162,0.941552938,0.995121521,0,0.973299547
kidney,sex-bias,KANK3,free.lambda,0.041514883,0.949238483,0.557113758,1,0.973299547
kidney,sex-bias,LAMC2,no.lambda,0.199669515,0.747472373,0.039867917,0,0.973299547
kidney,sex-bias,MCM10,free.lambda,-0.092272327,0.900466031,0.554222932,1,0.973299547
kidney,sex-bias,P4HA1,no.lambda,0.17980402,0.772306008,0.032329487,0,0.973299547
kidney,sex-bias,PARP14,no.lambda,0.127841397,0.837671743,0.016343424,0,0.973299547
kidney,sex-bias,PDPN,free.lambda,0.242084017,0.875440584,0.859342675,0,0.973299547
kidney,sex-bias,PPP1R1A,free.lambda,0.258566381,0.973299547,0.943710597,0,0.973299547
kidney,sex-bias,PPP1R1B,no.lambda,0.179487422,0.772702566,0.032215733,0,0.973299547
kidney,sex-bias,SLC16A9,free.lambda,0.023370789,0.846616357,0.953974865,0,0.973299547
kidney,sex-bias,SLC4A11,no.lambda,0.249880368,0.685185124,0.0624402,0,0.973299547
kidney,sex-bias,SLC7A10,no.lambda,0.04181545,0.946774442,0.001748531,0,0.973299547
kidney,sex-bias,TAGLN,free.lambda,0.070627542,0.967405432,0.499527892,1,0.973299547
kidney,sex-bias,TEDC1,no.lambda,-0.196788073,0.751068341,0.038725545,0,0.973299547
kidney,sex-bias,TESMIN,no.lambda,-0.170244505,0.784289641,0.028983191,0,0.973299547
kidney,sex-bias,TNFRSF17,no.lambda,0.078827926,0.899737199,0.006213843,0,0.973299547
testis,rpkm,CSNK1D,free.lambda,0.419219056,1.72E-24,0.991608534,1,1.45E-21
testis,rpkm,ZFP28,free.lambda,-0.359378712,5.75E-20,0.997429942,1,2.44E-17
testis,rpkm,SLC22A16,free.lambda,0.45924619,2.77E-19,0.996556423,1,7.81E-17
testis,rpkm,ABHD17B,free.lambda,-0.590503067,7.14E-19,0.997309032,1,8.26E-17
testis,rpkm,MVD,free.lambda,0.249925424,5.18E-19,0.996216315,1,8.26E-17
testis,rpkm,SCAPER,free.lambda,-0.35403746,7.80E-19,0.997335011,1,8.26E-17
testis,rpkm,SLC36A1,free.lambda,0.953820585,4.85E-19,0.997542701,1,8.26E-17
testis,rpkm,SLC37A1,free.lambda,-0.904960925,6.76E-19,0.999110799,1,8.26E-17
testis,rpkm,LMNTD1,free.lambda,-0.072199664,1.24E-18,0.997986611,1,1.17E-16
testis,rpkm,SLC2A11,free.lambda,-0.173204793,1.50E-18,0.997730113,1,1.27E-16
testis,rpkm,AKAP14,free.lambda,0.012523659,3.06E-18,0.996129284,1,2.36E-16
testis,rpkm,MAPK10,free.lambda,-0.056544714,3.53E-18,0.998402244,1,2.38E-16
testis,rpkm,SPATA4,free.lambda,0.864941579,3.66E-18,0.995197325,1,2.38E-16
testis,rpkm,ZNF274,free.lambda,-0.277526727,8.85E-18,0.993585407,1,5.36E-16
testis,rpkm,FUT8,free.lambda,-0.189187744,9.88E-18,0.994594479,1,5.58E-16
testis,rpkm,TGM7,free.lambda,-0.073885087,1.70E-17,0.996584891,1,8.98E-16
testis,rpkm,SYTL2,free.lambda,0.059878653,1.96E-17,0.997011882,1,9.78E-16
testis,rpkm,RALGAPB,free.lambda,-0.222005368,2.32E-17,0.993027934,1,1.09E-15
testis,rpkm,TCF7,free.lambda,-0.548179723,3.25E-17,0.991725796,1,1.45E-15
testis,rpkm,HOOK1,free.lambda,-0.486170188,4.53E-17,0.998370122,1,1.92E-15
testis,rpkm,CRISPLD2,free.lambda,-0.700922695,5.04E-17,0.99276319,1,2.03E-15
testis,rpkm,DAZL,free.lambda,-0.321851991,3.83E-16,0.997594686,1,1.41E-14
testis,rpkm,GRP,free.lambda,-0.284721431,3.70E-16,0.998128509,1,1.41E-14
testis,rpkm,OPN5,free.lambda,-0.391529814,6.12E-16,0.9963432,1,2.16E-14
testis,rpkm,IL17B,free.lambda,0.219638226,1.01E-15,0.99341472,1,3.42E-14
testis,rpkm,ZNF560,free.lambda,-0.199090502,3.57E-15,0.99875224,1,1.16E-13
testis,rpkm,SLC12A5,free.lambda,0.174389736,1.19E-14,0.997713018,1,3.72E-13
testis,rpkm,LRGUK,free.lambda,0.118681164,1.63E-12,0.996232075,1,4.94E-11
testis,rpkm,SV2C,free.lambda,0.999384281,3.71E-11,0.999999765,0,1.08E-09
testis,rpkm,LPIN1,free.lambda,0.998396082,5.78E-10,0.999998359,0,1.63E-08
testis,rpkm,NXN,free.lambda,-0.995836973,2.21E-09,0.999996472,0,5.86E-08
testis,rpkm,PARP15,free.lambda,-0.991332657,2.21E-09,0.999996121,0,5.86E-08
testis,rpkm,ZW10,free.lambda,-0.982046029,5.03E-09,0.999992681,0,1.29E-07
testis,rpkm,CLIP4,free.lambda,0.952752318,5.34E-09,0.999990687,0,1.33E-07
testis,rpkm,CD44,free.lambda,0.98650389,5.52E-09,0.999994761,0,1.33E-07
testis,rpkm,AGBL3,free.lambda,-0.75118297,7.72E-09,0.999988711,1,1.82E-07
testis,rpkm,ADCY10,free.lambda,0.969923205,8.57E-09,0.999990478,0,1.96E-07
testis,rpkm,OAZ3,free.lambda,0.971156345,9.58E-09,0.999988578,0,2.14E-07
testis,rpkm,FAM151B,free.lambda,0.928470501,9.88E-09,0.999986881,0,2.15E-07
testis,rpkm,ZNF263,free.lambda,0.987039703,1.08E-08,0.999987607,0,2.28E-07
testis,rpkm,HERPUD2,free.lambda,-0.958985493,1.58E-08,0.999981523,0,3.17E-07
testis,rpkm,NR2C1,free.lambda,0.983261107,1.63E-08,0.999983766,0,3.17E-07
testis,rpkm,RNF220,free.lambda,0.930111333,1.65E-08,0.999980655,0,3.17E-07
testis,rpkm,SETDB2,free.lambda,0.95251776,1.60E-08,0.99998083,0,3.17E-07
testis,rpkm,BBX,free.lambda,0.969968445,1.69E-08,0.999982638,0,3.19E-07
testis,rpkm,CDK19,free.lambda,0.946325272,1.94E-08,0.999980145,0,3.42E-07
testis,rpkm,GALC,free.lambda,-0.955133158,1.93E-08,0.999981366,0,3.42E-07
testis,rpkm,SPDL1,free.lambda,0.919641225,1.88E-08,0.999978166,0,3.42E-07
testis,rpkm,SACM1L,free.lambda,-0.991820787,2.30E-08,0.999989355,0,3.97E-07
testis,rpkm,ARHGAP5,free.lambda,-0.705124034,2.45E-08,0.999974268,1,4.07E-07
testis,rpkm,CFAP97,free.lambda,-0.708182809,2.43E-08,0.999973784,1,4.07E-07
testis,rpkm,OCIAD1,free.lambda,0.936618874,2.66E-08,0.999973976,0,4.34E-07
testis,rpkm,MTMR6,free.lambda,0.903694886,3.02E-08,0.999969929,0,4.82E-07
testis,rpkm,FANK1,free.lambda,0.928227118,4.29E-08,0.999969807,0,6.74E-07
testis,rpkm,FBXO3,free.lambda,-0.889886189,4.71E-08,0.999957679,0,7.25E-07
testis,rpkm,CNOT6,free.lambda,0.895001585,4.85E-08,0.999960105,0,7.33E-07
testis,rpkm,FAM135B,free.lambda,0.416922087,5.30E-08,0.99996485,1,7.88E-07
testis,rpkm,DZIP1,free.lambda,-0.854094418,5.52E-08,0.999956238,0,8.06E-07
testis,rpkm,LRRC57,free.lambda,-0.176778653,6.67E-08,0.999963925,1,9.58E-07
testis,rpkm,LRRC1,free.lambda,-0.932794375,6.95E-08,0.999970291,0,9.81E-07
testis,rpkm,HNRNPU,free.lambda,-0.908683513,7.67E-08,0.999949678,0,1.07E-06
testis,rpkm,P2RX3,free.lambda,-0.642993199,8.37E-08,0.999949812,0,1.14E-06
testis,rpkm,SPTLC3,free.lambda,-0.874003628,8.82E-08,0.999945618,0,1.19E-06
testis,rpkm,ORC2,free.lambda,-0.569973153,9.23E-08,0.999938996,1,1.22E-06
testis,rpkm,FAM184A,free.lambda,-0.728405001,9.40E-08,0.999938757,0,1.23E-06
testis,rpkm,PDE1A,free.lambda,-0.301353439,9.81E-08,0.999949824,1,1.26E-06
testis,rpkm,OSBPL9,free.lambda,-0.80699896,1.01E-07,0.999945018,0,1.27E-06
testis,rpkm,EIF3E,free.lambda,-0.94045665,1.09E-07,0.999963518,0,1.36E-06
testis,rpkm,SHPRH,free.lambda,-0.8175166,1.12E-07,0.999926395,0,1.38E-06
testis,rpkm,SPATA9,free.lambda,0.884908252,1.22E-07,0.999966187,0,1.48E-06
testis,rpkm,ZNF800,free.lambda,0.624498313,1.28E-07,0.999962812,0,1.53E-06
testis,rpkm,TMEM25,free.lambda,-0.708099732,1.36E-07,0.999918509,0,1.60E-06
testis,rpkm,ALLC,free.lambda,0.842445379,1.42E-07,0.999934118,0,1.61E-06
testis,rpkm,F12,free.lambda,-0.743374154,1.43E-07,0.999940066,0,1.61E-06
testis,rpkm,GEN1,free.lambda,0.632391288,1.42E-07,0.999928171,0,1.61E-06
testis,rpkm,FGD4,free.lambda,-0.373862396,1.47E-07,0.999930466,1,1.62E-06
testis,rpkm,PPEF1,free.lambda,-0.831769424,1.48E-07,0.999939373,0,1.62E-06
testis,rpkm,TEX9,free.lambda,0.643938522,1.50E-07,0.999919672,0,1.63E-06
testis,rpkm,ELP4,free.lambda,0.747337977,1.55E-07,0.999908432,0,1.64E-06
testis,rpkm,ZSWIM2,free.lambda,-0.583240004,1.54E-07,0.999945896,0,1.64E-06
testis,rpkm,CARTPT,free.lambda,0.925146706,1.68E-07,0.999972084,0,1.72E-06
testis,rpkm,MRPL42,free.lambda,0.420211341,1.67E-07,0.9999176,1,1.72E-06
testis,rpkm,PTPN7,free.lambda,0.660430797,1.65E-07,0.999901121,0,1.72E-06
testis,rpkm,SNAPC1,free.lambda,-0.43295445,2.00E-07,0.999926816,0,2.01E-06
testis,rpkm,ZBTB44,free.lambda,-0.911563985,2.14E-07,0.999937821,0,2.13E-06
testis,rpkm,NISCH,free.lambda,-0.935770504,2.20E-07,0.999962958,0,2.16E-06
testis,rpkm,RNF38,free.lambda,0.837943681,2.24E-07,0.999929777,0,2.16E-06
testis,rpkm,SLC8A1,free.lambda,-0.094768362,2.24E-07,0.999926065,1,2.16E-06
testis,rpkm,CORO2A,free.lambda,-0.464319371,2.34E-07,0.99990894,0,2.22E-06
testis,rpkm,SDR42E1,free.lambda,-0.628677341,2.70E-07,0.999894479,0,2.54E-06
testis,rpkm,GEMIN4,free.lambda,0.811960981,2.74E-07,0.999920632,0,2.55E-06
testis,rpkm,CELSR2,free.lambda,-0.531604314,2.82E-07,0.999889914,0,2.59E-06
testis,rpkm,PLEKHM3,free.lambda,-0.560781467,2.87E-07,0.999940243,0,2.61E-06
testis,rpkm,HSDL2,free.lambda,-0.469505619,2.99E-07,0.999909161,0,2.69E-06
testis,rpkm,BOLL,free.lambda,-0.490790189,3.16E-07,0.999905631,0,2.76E-06
testis,rpkm,CNOT4,free.lambda,-0.69151517,3.13E-07,0.999892661,0,2.76E-06
testis,rpkm,LANCL2,free.lambda,0.381454075,3.10E-07,0.999896414,1,2.76E-06
testis,rpkm,NECTIN3,free.lambda,-0.515744607,3.34E-07,0.999896468,0,2.89E-06
testis,rpkm,GLUL,free.lambda,0.833109326,3.43E-07,0.999897159,0,2.93E-06
testis,rpkm,IFT22,free.lambda,-0.267686275,3.62E-07,0.999903242,1,3.06E-06
testis,rpkm,NFKB1,free.lambda,-0.594476224,3.79E-07,0.999854788,0,3.18E-06
testis,rpkm,IQGAP2,free.lambda,-0.585307573,3.89E-07,0.999886293,0,3.23E-06
testis,rpkm,KIAA0319L,free.lambda,-0.740376326,3.97E-07,0.999869985,0,3.26E-06
testis,rpkm,PODXL2,free.lambda,-0.483591122,4.23E-07,0.999855991,0,3.44E-06
testis,rpkm,SYNM,free.lambda,0.84924052,4.28E-07,0.999850801,0,3.46E-06
testis,rpkm,TESMIN,free.lambda,0.555052845,4.45E-07,0.999880512,0,3.56E-06
testis,rpkm,PASD1,free.lambda,-0.442946038,4.64E-07,0.99983243,0,3.67E-06
testis,rpkm,LARP6,free.lambda,0.395643269,4.70E-07,0.999843325,0,3.68E-06
testis,rpkm,MTFR2,free.lambda,0.508002627,4.88E-07,0.999843515,0,3.79E-06
testis,rpkm,DPH6,free.lambda,-0.237152278,5.42E-07,0.999891138,1,4.17E-06
testis,rpkm,RNF20,free.lambda,-0.380791873,5.74E-07,0.999846161,0,4.38E-06
testis,rpkm,KLF10,free.lambda,0.492379249,5.89E-07,0.999794242,0,4.38E-06
testis,rpkm,RBP4,free.lambda,-0.381316665,5.81E-07,0.999824413,0,4.38E-06
testis,rpkm,TEX10,free.lambda,-0.517307135,5.90E-07,0.999849765,0,4.38E-06
testis,rpkm,CSK,free.lambda,-0.512963444,5.96E-07,0.999797032,0,4.39E-06
testis,rpkm,LIN9,free.lambda,0.484755977,6.03E-07,0.999868176,0,4.40E-06
testis,rpkm,NAPEPLD,free.lambda,-0.586163652,6.25E-07,0.999866829,0,4.53E-06
testis,rpkm,MOB1A,free.lambda,0.484194811,6.39E-07,0.999809035,0,4.59E-06
testis,rpkm,CSNK1A1,free.lambda,0.457349971,6.45E-07,0.999791113,0,4.59E-06
testis,rpkm,ARHGEF40,free.lambda,-0.338540725,6.60E-07,0.999823556,0,4.66E-06
testis,rpkm,MYD88,free.lambda,-0.71675956,6.72E-07,0.999818172,0,4.70E-06
testis,rpkm,RBM38,free.lambda,-0.289842479,6.79E-07,0.999822416,0,4.72E-06
testis,rpkm,CDC42BPB,free.lambda,0.737367244,7.09E-07,0.999808417,0,4.80E-06
testis,rpkm,DHODH,free.lambda,-0.798019548,7.25E-07,0.999826834,0,4.80E-06
testis,rpkm,GPSM1,free.lambda,-0.357132418,7.06E-07,0.999804454,0,4.80E-06
testis,rpkm,MAP2,free.lambda,-0.466880364,7.16E-07,0.99983326,0,4.80E-06
testis,rpkm,TAGLN,free.lambda,0.257448635,7.24E-07,0.999824481,0,4.80E-06
testis,rpkm,TIMM17A,free.lambda,-0.641849011,7.11E-07,0.999802643,0,4.80E-06
testis,rpkm,SEC23B,free.lambda,-0.755787276,7.35E-07,0.99986635,0,4.82E-06
testis,rpkm,ACOX1,free.lambda,-0.66442332,7.50E-07,0.999778513,0,4.83E-06
testis,rpkm,COL6A3,free.lambda,-0.348763184,7.47E-07,0.99981798,0,4.83E-06
testis,rpkm,HLTF,free.lambda,0.29700658,7.53E-07,0.999875108,0,4.83E-06
testis,rpkm,ANKRD40,free.lambda,-0.485009593,8.00E-07,0.9998227,0,5.06E-06
testis,rpkm,CTSB,free.lambda,0.688021034,7.96E-07,0.999778283,0,5.06E-06
testis,rpkm,FAM13B,free.lambda,-0.427794608,8.08E-07,0.999751349,0,5.07E-06
testis,rpkm,PML,free.lambda,0.319221627,8.31E-07,0.99979739,0,5.17E-06
testis,rpkm,GPRC5B,free.lambda,0.221472819,8.64E-07,0.999816007,0,5.30E-06
testis,rpkm,KANSL1,free.lambda,0.706758376,8.63E-07,0.999855968,0,5.30E-06
testis,rpkm,SLC38A6,free.lambda,0.562941211,8.92E-07,0.999778295,0,5.44E-06
testis,rpkm,FES,free.lambda,-0.556532563,9.25E-07,0.999776732,0,5.60E-06
testis,rpkm,ETS2,free.lambda,-0.266076799,9.41E-07,0.999800444,0,5.61E-06
testis,rpkm,LTBP2,free.lambda,-0.158327734,9.41E-07,0.999804594,1,5.61E-06
testis,rpkm,SLC25A32,free.lambda,-0.033862602,9.51E-07,0.999833538,0,5.63E-06
testis,rpkm,LSM10,free.lambda,-0.252423683,9.69E-07,0.999791569,0,5.70E-06
testis,rpkm,FCER1G,free.lambda,0.211861355,9.91E-07,0.99981561,0,5.79E-06
testis,rpkm,PHF14,free.lambda,0.135622578,1.01E-06,0.999824398,0,5.85E-06
testis,rpkm,ECI2,free.lambda,-0.512824529,1.04E-06,0.999772003,0,5.98E-06
testis,rpkm,SLC27A3,free.lambda,-0.176878018,1.04E-06,0.999867132,0,5.98E-06
testis,rpkm,ASH2L,free.lambda,0.328093511,1.10E-06,0.999840327,0,6.24E-06
testis,rpkm,PDS5B,free.lambda,-0.393085158,1.11E-06,0.999825842,0,6.26E-06
testis,rpkm,TAF3,free.lambda,0.469921499,1.13E-06,0.999812259,0,6.36E-06
testis,rpkm,LRRC47,free.lambda,0.425735416,1.18E-06,0.99974311,0,6.57E-06
testis,rpkm,WRNIP1,free.lambda,-0.792420845,1.19E-06,0.999890061,0,6.57E-06
testis,rpkm,RALGDS,free.lambda,0.747424991,1.21E-06,0.999793281,0,6.64E-06
testis,rpkm,ARHGAP32,free.lambda,-0.539451304,1.22E-06,0.999728439,0,6.67E-06
testis,rpkm,MYO5A,free.lambda,0.177216589,1.24E-06,0.999839632,0,6.71E-06
testis,rpkm,PMP22,free.lambda,0.361958243,1.27E-06,0.999789848,0,6.84E-06
testis,rpkm,SLC12A9,free.lambda,-0.366844708,1.28E-06,0.999727734,0,6.84E-06
testis,rpkm,MFSD2A,free.lambda,0.863899372,1.41E-06,0.999884342,0,7.49E-06
testis,rpkm,SCCPDH,free.lambda,-0.54471261,1.42E-06,0.999577891,0,7.50E-06
testis,rpkm,KDM5B,free.lambda,-0.230206835,1.44E-06,0.999763502,0,7.56E-06
testis,rpkm,PLD3,free.lambda,0.176622429,1.47E-06,0.999783717,0,7.67E-06
testis,rpkm,SVOPL,free.lambda,-0.134342594,1.50E-06,0.999861525,1,7.78E-06
testis,rpkm,TTC1,free.lambda,0.532413659,1.51E-06,0.999738738,0,7.78E-06
testis,rpkm,CNNM3,free.lambda,-0.445209783,1.53E-06,0.99972136,0,7.86E-06
testis,rpkm,BFSP1,free.lambda,-0.051900307,1.55E-06,0.999870357,0,7.91E-06
testis,rpkm,ADGRB2,free.lambda,-0.746441477,1.58E-06,0.999811025,0,7.99E-06
testis,rpkm,EIF2B3,free.lambda,0.362331308,1.58E-06,0.999785544,0,7.99E-06
testis,rpkm,ALG12,free.lambda,-0.757686321,1.62E-06,0.999863624,0,8.10E-06
testis,rpkm,PPHLN1,free.lambda,-0.262889631,1.63E-06,0.999817932,0,8.14E-06
testis,rpkm,JAM2,free.lambda,-0.136801758,1.71E-06,0.999862208,0,8.38E-06
testis,rpkm,KCNG1,free.lambda,-0.52498553,1.70E-06,0.999704883,0,8.38E-06
testis,rpkm,TAPT1,free.lambda,-0.622321415,1.72E-06,0.999757978,0,8.38E-06
testis,rpkm,TRAF3IP1,free.lambda,0.221887511,1.72E-06,0.999764172,0,8.38E-06
testis,rpkm,SDCBP,free.lambda,-0.491287219,1.86E-06,0.999753017,0,8.98E-06
testis,rpkm,NKD2,free.lambda,-0.145229298,1.87E-06,0.999759516,0,8.99E-06
testis,rpkm,PPM1A,free.lambda,-0.34512367,1.88E-06,0.999691255,0,8.99E-06
testis,rpkm,RBM46,free.lambda,-0.158745819,1.92E-06,0.999811535,0,9.14E-06
testis,rpkm,NOL7,free.lambda,-0.250562057,1.96E-06,0.999745941,0,9.29E-06
testis,rpkm,GNAI3,free.lambda,-0.852237236,1.98E-06,0.999795162,0,9.33E-06
testis,rpkm,CDK12,free.lambda,-0.135929132,2.20E-06,0.999795458,0,1.03E-05
testis,rpkm,FURIN,free.lambda,-0.20613935,2.21E-06,0.999723502,0,1.03E-05
testis,rpkm,SRD5A3,free.lambda,-0.216907487,2.23E-06,0.999870442,0,1.03E-05
